SECRETARIA,CÓDIGO MUNICIPIO, NOMBRE MUNICIPIO, CÓDIGO ESTABLECIMIENTO, NOMBRE ESTABLECIMIENTO, CÓDIGO SEDE, NOMBRE SEDE, ZONA, DIRECCIÓN, TELÉFONO, ESTADO SEDE, NIVELES, MODELOS, GRADOS,SECTOR
BOYACA,15022,ALMEIDA,315022000196,I.E. ENRIQUE SUAREZ,215022000078,ESC EL ROSAL,RURAL,VDA EL ROSAL,7500809,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"-1,0,1,2,3,4,5",OFICIAL
BOYACA,15022,ALMEIDA,315022000196,I.E. ENRIQUE SUAREZ,215022000302,ESC BELEN JOSE SALVADOR DIAZ PERILLA,RURAL,VDA BELEN,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA","0,1,2,3,4,5,21,22,23,24,25,26",OFICIAL
BOYACA,15047,AQUITANIA,115047000019,I.E. TECNICA RAMON IGNACIO AVELLA,215047000196,ESC CAJON,RURAL,VDA CAJON,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15047,AQUITANIA,115047000019,I.E. TECNICA RAMON IGNACIO AVELLA,315047000441,COL RAMON IGNACIO AVELLA NOC,URBANA,KR 7 5 73,7794749,CIERRE TEMPORAL,,,,OFICIAL
BOYACA,15047,AQUITANIA,215047000170,I.E. TOQUILLA,215047000170,I.E. TOQUILLA - SEDE PRINCIPAL,RURAL,VDA TOQUILLA,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","EDUCACIÓN TRADICIONAL,TEJIENDO SABERES","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",OFICIAL
BOYACA,15047,AQUITANIA,215047000170,I.E. TOQUILLA,215047000161,SEDE LAVERDEROS,RURAL,VDA TOQUILLA CUARTO LAVERDEROS,,CIERRE TEMPORAL,,,,OFICIAL
BOYACA,15047,AQUITANIA,215047000170,I.E. TOQUILLA,215047000200,SEDE SORIANO,RURAL,VDA SORIANO,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESCUELA NUEVA,TEJIENDO SABERES","0,1,2,3,4,5,21,22,23,24,25,26",OFICIAL
BOYACA,15047,AQUITANIA,215047000153,I.E. SUSE,215047000218,SEDE DEL UPIA,RURAL,VDA SUSE CUARTO DEL UPIA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA","0,1,2,3,4,5,21,22,23",OFICIAL
BOYACA,15047,AQUITANIA,215047000153,I.E. SUSE,215047000641,SEDE ZAPATERO,RURAL,VDA SUSE CUARTO ZAPATERO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA","0,1,2,3,4,5,21,22,23,24",OFICIAL
BOYACA,15087,BELÉN,115087000208,I.E. TECNICA CARLOS ALBERTO OLANO VALDERRAMA,215087000105,PEDRO PASCASIO MARTINEZ,RURAL,VDA VENTA SECTOR TENERIA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15087,BELÉN,115087000011,I.E. TECNICA SUSANA GUILLEMIN,215087000211,ESCUELA MONTERREDONDO,RURAL,SECTOR MONTERREDONDO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15090,BERBEO,315090000064,I.E. CAMPO ELIAS CORTES,215090000051,ESC RODEO,RURAL,VDA RODEO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15092,BETÉITIVA,215092000105,I.E. TECNICO AGROPECUARIO SANTA RITA DE CASIA,215092000067,ESC RURAL DIVAQUIA,RURAL,VDA DE DIVAQUIA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5,21",OFICIAL
BOYACA,15097,BOAVITA,215097000162,ESC RURAL OSPINA PEREZ,215097000162,ESC RURAL OSPINA PEREZ,URBANA,VDA MELONAL SECTOR OSPINA PEREZ,,CIERRE TEMPORAL,,,,OFICIAL
BOYACA,15097,BOAVITA,115097000265,I.E. TECNICO INDUSTRIAL MARISCAL SUCRE,215097000332,ESC RURAL LA ESMERALDA,RURAL,VDA RIO DE ABAJO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"-1,0,1,2,3,4,5",OFICIAL
BOYACA,15097,BOAVITA,115097000036,I.E. TECNICA Y ACADEMICA NUESTRA SEÑORA DEL ROSARIO,115097000036,I.E. TECNICA Y ACADEMICA NUESTRA SEÑORA DEL ROSARIO - SEDE PRINCIPAL,URBANA,CL 4 6 82,7885220,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",OFICIAL
BOYACA,15097,BOAVITA,115097000028,I.E. TECNICO AGRICOLA,215097000243,ESC RURAL EL CABUYAL,RURAL,VDA EL CABUYAL,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15104,BOYACÁ,115104000128,I.E. DE BOYACA,115104000128,I.E. DE BOYACA - SEDE PRINCIPAL,URBANA,CL 6 1 40,3107859265,ANTIGUO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","EDUCACIÓN TRADICIONAL,TEJIENDO SABERES","6,7,8,9,10,11,21,22,23,24,25,26",OFICIAL
BOYACA,15104,BOYACÁ,115104000128,I.E. DE BOYACA,215104000068,ESC RIQUE,RURAL,VDA HUERTA CHICA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"-1,0,1,2,3,4,5",OFICIAL
BOYACA,15109,BUENAVISTA,215109000163,I.E. TECNICA AGROPECUARIA LA GRANJA,215109000139,ESC MIRAFLORES,RURAL,VDA MIRAFLORES,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA","0,1,2,3,4,5,23,24",OFICIAL
BOYACA,15109,BUENAVISTA,215109000163,I.E. TECNICA AGROPECUARIA LA GRANJA,215109000163,I.E. TECNICA AGROPECUARIA LA GRANJA - SEDE PRINCIPAL,RURAL,VDA CAMPOALEGRE KM 18 VIA A COPER,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","POST PRIMARIA,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23",OFICIAL
BOYACA,15109,BUENAVISTA,215109000163,I.E. TECNICA AGROPECUARIA LA GRANJA,215109000171,ESC LA HERRADURA,RURAL,VDA LA HERRADURA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15109,BUENAVISTA,115109000363,I.E. JOSE MARIA SILVA SALAZAR,215109000201,ESC CAMPOHERMOSO,RURAL,VDA CAMPOHERMOSO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15131,CALDAS,415131000141,I.E. TECNICA AGRICOLA ANTONIO NARIÑO,215131000096,ESC QUIPE CERRO ALTO,RURAL,VDA QUIPE CERRO ALTO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15131,CALDAS,415131000141,I.E. TECNICA AGRICOLA ANTONIO NARIÑO,215131000126,ESC LAS VUELTAS,RURAL,VDA VUELTAS,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15131,CALDAS,115131000172,I.E. FRANCISCO JOSE DE CALDAS,215131000118,ESC EL CUBO,RURAL,VDA EL CUBO,987265831,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15135,CAMPOHERMOSO,315135000338,I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO,215135000376,ESC RUR AGUALARGA,RURAL,VDA AGUALARGA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA","-1,0,1,2,3,4,5,21,22,23",OFICIAL
BOYACA,15135,CAMPOHERMOSO,315135000338,I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO,215135000384,ESC RUR PUERTO TRIUNFO,RURAL,VDA PUERTO TRIUNFO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA","0,1,2,3,4,5,21,22,23",OFICIAL
BOYACA,15135,CAMPOHERMOSO,315135000338,I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO,215135000040,ESC RUR CASTAÑAL,RURAL,VDA CASTAÑAL,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA","0,1,2,3,4,5,21,22,23,24",OFICIAL
BOYACA,15135,CAMPOHERMOSO,215135000236,I.E. TECNICA MARIA AUXILIADORA,215135000147,ESC RUR LIMON,RURAL,VDA LIMON,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA","0,1,2,3,4,5,21",OFICIAL
BOYACA,15135,CAMPOHERMOSO,215135000236,I.E. TECNICA MARIA AUXILIADORA,215135000155,ESC RUR CURAPO,RURAL,VDA CURAPO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15172,CHINAVITA,215172000050,I.E. JUAN DE JESUS ACEVEDO,215172000106,ESC JORDAN,RURAL,VDA. JORDAN,,CIERRE TEMPORAL,,,,OFICIAL
BOYACA,15176,CHIQUINQUIRÁ,315176800039,LICEO ATELIER INGENIO,315176800039,LICEO ATELIER INGENIO,URBANA,CL 6 9 38,3102013649,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"-2,-1,0,1,2,3,4,5",NO OFICIAL
BOYACA,15176,CHIQUINQUIRÁ,315176800004,COLEGIO COMFABOY,315176800004,COLEGIO COMFABOY,URBANA,IND VÍA TUNJA 35 - 75,,ANTIGUO-ACTIVO,PREESCOLAR,EDUCACIÓN TRADICIONAL,-3,NO OFICIAL
BOYACA,15176,CHIQUINQUIRÁ,315176001152,LICEO COLOMBO INGLES LCI SAS,315176001152,LICEO COLOMBO INGLES LCI SAS,URBANA,CL 4 3 03,7264364   3143041423,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",NO OFICIAL
BOYACA,15176,CHIQUINQUIRÁ,315176000792,COLEGIO INFANTIL PIAGET,315176000792,COLEGIO INFANTIL PIAGET,URBANA,KR 11 18 08,7261386,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"-2,-1,0,1,2,3,4,5",NO OFICIAL
BOYACA,15176,CHIQUINQUIRÁ,315176000059,COLEGIO NUESTRA SEÑORA DEL ROSARIO,315176000059,COLEGIO NUESTRA SEÑORA DEL ROSARIO,URBANA,KR 8 16 66,7262245,CIERRE DEFINITIVO,,,,NO OFICIAL
BOYACA,15176,CHIQUINQUIRÁ,215176001131,I.E. TECNICA LOS COMUNEROS,215176000381,SEDE CARAPACHO BAJO,RURAL,VDA. CARAPACHO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA","-1,0,1,2,3,4,5,21,22,23,24",OFICIAL
BOYACA,15176,CHIQUINQUIRÁ,115176000084,I.E. TECNICO INDUSTRIAL JULIO FLOREZ,215176000313,CENT EDUC. CORDOBA ALTO,RURAL,VDA CORDOBA.-*,0,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"-1,0,1,2,3,4,5",OFICIAL
BOYACA,15176,CHIQUINQUIRÁ,115176000041,I.E. LICEO NACIONAL JOSE JOAQUIN CASAS,115176000041,I.E. LICEO NACIONAL JOSE JOAQUIN CASAS - SEDE PRINCIPAL,URBANA,CL 9 6 13,3112226596,ANTIGUO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA",EDUCACIÓN TRADICIONAL,"6,7,8,9,10,11",OFICIAL
BOYACA,15176,CHIQUINQUIRÁ,115176000041,I.E. LICEO NACIONAL JOSE JOAQUIN CASAS,115176000181,CONC ROMULO ROZO,URBANA,CL 17 14 B 28,3112226596,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5",OFICIAL
BOYACA,15176,CHIQUINQUIRÁ,115176000041,I.E. LICEO NACIONAL JOSE JOAQUIN CASAS,115176000921,BOYACA ALTO,URBANA,KR 11 CL 4,3112226596,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5",OFICIAL
BOYACA,15176,CHIQUINQUIRÁ,115176000041,I.E. LICEO NACIONAL JOSE JOAQUIN CASAS,215176000488,CENT EDUC EL HOGAR,RURAL,VDA TIERRA DE PAEZ,3112226596,CIERRE TEMPORAL,,,,OFICIAL
BOYACA,15180,CHISCAS,115180000013,I.E. TECNICO AGROPECUARIO,215180000140,ESC PEÑA BLANCA,RURAL,VDA CENTRO SECT PEÑA BLANCA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"-1,0,1,2,3,4,5",OFICIAL
BOYACA,15183,CHITA,215183000060,I.E. EL MORAL,215183000582,SEDE  LA CHORRERA,RURAL,SECTOR LA CHORRERA,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESCUELA NUEVA,SER","-1,0,1,2,3,4,5,21,22,23,24,25,26",OFICIAL
BOYACA,15183,CHITA,115183000022,I.E. NORMAL SUPERIOR SAGRADO CORAZON,215183000612,ESC PALONEGRO,RURAL,CORREGIMIENTO DE MONSERRATE,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESCUELA NUEVA,SER","0,1,2,3,4,5,22,23,24,25,26",OFICIAL
BOYACA,15183,CHITA,115183000022,I.E. NORMAL SUPERIOR SAGRADO CORAZON,215183000078,ESC SAN VICENTE,RURAL,CORREGIMIENTO DE MONSERRATE,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15183,CHITA,115183000022,I.E. NORMAL SUPERIOR SAGRADO CORAZON,215183000175,ESC LA CALDERA,RURAL,VDA DE CANOAS,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESCUELA NUEVA,TEJIENDO SABERES","-1,0,1,2,3,4,5,21,22,23,24,25,26",OFICIAL
BOYACA,15183,CHITA,115183000022,I.E. NORMAL SUPERIOR SAGRADO CORAZON,215183000213,ESC LA FERREIRA,RURAL,VDA QUINDEVA,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESPERE,FLEXIBLE ESCUELA INTEGRAL,ESCUELA NUEVA","-1,0,1,2,3,4,5,21,22,23,24,25,26",OFICIAL
BOYACA,15183,CHITA,115183000391,I.E. JOSE MARIA POTIER,215183000647,SEDE EL HELECHAL,RURAL,CORREGIMIENTO DE MINAS,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESCUELA NUEVA,TEJIENDO SABERES","0,1,2,3,4,5,22,23,24,25,26",OFICIAL
BOYACA,15183,CHITA,115183000391,I.E. JOSE MARIA POTIER,115183000391,I.E. JOSE MARIA POTIER - SEDE PRINCIPAL,URBANA,KR 4 6 116,7892195,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL","0,1,2,3,6,7,8,9,10,11,21,22,23,24,25,26",OFICIAL
BOYACA,15183,CHITA,115183000391,I.E. JOSE MARIA POTIER,215183000191,SEDE LA COLORADA,RURAL,VDA LA CORTADERA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"-1,0,1,2,3,4,5",OFICIAL
BOYACA,15183,CHITA,115183000391,I.E. JOSE MARIA POTIER,215183000221,SEDE RECHINIGA,RURAL,VDA RECHINIGA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15183,CHITA,115183000391,I.E. JOSE MARIA POTIER,215183000248,SEDE QUINDEVA,RURAL,VDA QUINDEVA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15185,CHITARAQUE,315185000169,I.E. SAN PEDRO CLAVER,215185000032,ESC BUENAVISTA Y ANACOS,RURAL,VDA BUENAVISTA Y ANACOS,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15185,CHITARAQUE,315185000169,I.E. SAN PEDRO CLAVER,215185000113,ESC SANTO DOMINGO,RURAL,VDA SANTO DOMINGO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15187,CHIVATÁ,315187000069,I.E. AGROPECUARIO,215187000048,ESC RICAYA SUR,RURAL,VDA RICAYA,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,TEJIENDO SABERES","0,1,2,3,4,5,21,22,23,24,25,26",OFICIAL
BOYACA,15187,CHIVATÁ,315187000069,I.E. AGROPECUARIO,215187000072,ESC CARBONERAS,RURAL,VDA PONTEZUELAS,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA","0,1,2,3,4,5,22,23",OFICIAL
BOYACA,15187,CHIVATÁ,315187000069,I.E. AGROPECUARIO,315187000069,I.E. AGROPECUARIO - SEDE PRINCIPAL,URBANA,IND CENTRO,7404960,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,Formación para la reintegración,EDUCACIÓN TRADICIONAL","0,6,7,8,9,10,11,21,22,23,24,25,26",OFICIAL
BOYACA,15189,CIÉNEGA,115189000148,I.E. TECNICA JOSE CAYETANO VASQUEZ,115189000016,CONC SAN FELIPE,URBANA,KR 9 4 62,,CIERRE TEMPORAL,,,,OFICIAL
BOYACA,15204,CÓMBITA,215204000278,I.E. SANTA BARBARA,215204000332,ESC SANTA BARBARA,RURAL,VDA SANTA BARBARA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA","0,1,2,3,4,5,21,22,23,24",OFICIAL
BOYACA,15204,CÓMBITA,115204000176,I.E. INTEGRADO,115204000176,I.E. INTEGRADO - SEDE PRINCIPAL,URBANA,CL 3 2 56,7310031,ANTIGUO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL,SER HUMANO","6,7,8,9,10,11,21,22,23,24,25,26",OFICIAL
BOYACA,15212,COPER,115212000266,I.E. JUANA CAPORAL,115212000266,I.E. JUANA CAPORAL - SEDE PRINCIPAL,URBANA,CL 5 A 1 34,7266046,ANTIGUO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL","6,7,8,9,10,11,21,22,23,24,25,26",OFICIAL
BOYACA,15212,COPER,115212000266,I.E. JUANA CAPORAL,215212000317,ESC BARAZETA,RURAL,VDA .CANTINO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15212,COPER,115212000266,I.E. JUANA CAPORAL,215212000392,ESC SARVAPAJA,RURAL,VDA RESGUARDO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA","0,1,2,3,4,5,21,22,23",OFICIAL
BOYACA,15215,CORRALES,315215000029,I.E. TECNICA JUAN JOSE SAMANIEGO,215215000067,ESC REYES PATRIA,RURAL,VDA REYES PATRIA,7724582,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15218,COVARACHÍA,115218000209,I.E. SAN LUIS BELTRAN,215218000254,ESC SAN IGNACIO,RURAL,SECTOR GUAMO,,CIERRE TEMPORAL,,,,OFICIAL
BOYACA,15218,COVARACHÍA,115218000209,I.E. SAN LUIS BELTRAN,215218000076,ESC PEÑALISA,RURAL,VDA PEÑALISA,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA","0,1,2,3,4,5,23,24,25,26",OFICIAL
BOYACA,15218,COVARACHÍA,115218000209,I.E. SAN LUIS BELTRAN,215218000238,ESC EL TOPON,RURAL,SECTOR EL TOPON,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA","-1,0,1,2,3,4,5,22,23,24,25,26",OFICIAL
BOYACA,15223,CUBARÁ,315223000119,I.E. TECNICA NACIONALIZADA PABLO VI,215223000131,ESC EL BOJABA,RURAL,VDA BOJABA,8838050/52,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15223,CUBARÁ,215223000076,INSTITUCION EDUCATIVA KERÁ SHIKARÁ,215223000181,ESC LA BLANQUITA,RURAL,VDA BLANQUITA,8838050/52,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ETNOEDUCACIÓN,"0,1,2,3,4,5",OFICIAL
BOYACA,15224,CUCAITA,115224000067,I.E. SAN FELIPE,215224000088,C E CHIPACATA,RURAL,VDA CHIPACATÁ,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15226,CUÍTIVA,115226000056,I.E. SANTO DOMINGO SAVIO,115226000056,I.E. SANTO DOMINGO SAVIO - SEDE PRINCIPAL,URBANA,KR 3 3 32,7707863,ANTIGUO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESPERE,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL,SER HUMANO","6,7,8,9,10,11,21,22,23,24,25,26",OFICIAL
BOYACA,15226,CUÍTIVA,115226000056,I.E. SANTO DOMINGO SAVIO,215226000042,ESC RUR CORDONCILLOS,RURAL,VDA CORDONCILLOS,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15226,CUÍTIVA,115226000056,I.E. SANTO DOMINGO SAVIO,215226000051,ESC MACIAS,RURAL,VDA MACIAS,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15226,CUÍTIVA,115226000056,I.E. SANTO DOMINGO SAVIO,215226000247,ESC RURAL LA VEGA,RURAL,VDA LA VEGA,,CIERRE TEMPORAL,,,,OFICIAL
BOYACA,15232,CHÍQUIZA,215232000135,I.E. TECNICA SAN PEDRO DE IGUAQUE,215232000178,ESC HONDURA,RURAL,VDA HONDURA,,CIERRE TEMPORAL,,,,OFICIAL
BOYACA,15244,EL COCUY,215244000131,I.E. EL CARDON,215244000220,ESC AGUA BLANCA,RURAL,VDA CAÑAVERAL,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15244,EL COCUY,215244000131,I.E. EL CARDON,215244000181,ESC EL JUNCAL,RURAL,VDA PALCHACUAL,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESCUELA NUEVA,SER","-1,0,1,2,3,4,5,22,23,24,25,26",OFICIAL
