SECRETARIA,CÓDIGO MUNICIPIO, NOMBRE MUNICIPIO, CÓDIGO ESTABLECIMIENTO, NOMBRE ESTABLECIMIENTO, CÓDIGO SEDE, NOMBRE SEDE, ZONA, DIRECCIÓN, TELÉFONO, ESTADO SEDE, NIVELES, MODELOS, GRADOS,SECTOR
BOYACA,15176,CHIQUINQUIRÁ,315176000016,I.E. TECNICO COMERCIAL SAGRADO CORAZON DE JESUS,215176000372,LA MESA,RURAL,VDA LA MESA,0,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15180,CHISCAS,215180000174,I.E. JAIME RUIZ CARRILLO,215180000191,ESC PUENTE CHIQUITO,RURAL,VDA LA UPA SECT PUENTE CHIQUITO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15180,CHISCAS,215180000051,I.E. LAS CAÑAS,215180000051,I.E. LAS CAÑAS - SEDE PRINCIPAL,RURAL,VDA TAPIAS SECT LAS CAÑAS,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESPERE,POST PRIMARIA,FLEXIBLE ESCUELA INTEGRAL,ESCUELA NUEVA","-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",OFICIAL
BOYACA,15180,CHISCAS,215180000051,I.E. LAS CAÑAS,215180000085,ESC RINCONCITOS,RURAL,VDA TAPIAS SECT RINCONCITOS,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESCUELA NUEVA,SER","0,1,2,3,4,5,21,22,23,24,25,26",OFICIAL
BOYACA,15180,CHISCAS,215180000034,I.E. LAS MERCEDES,215180000077,ESC LA MESETA,RURAL,VDA TAUCASI SECT LA MESETA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15180,CHISCAS,115180000013,I.E. TECNICO AGROPECUARIO,215180000328,ESC LAS HIGUERAS,RURAL,VDA CENTRO SECT LAS HIGUERAS,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15183,CHITA,215183000060,I.E. EL MORAL,215183000311,ESC LLANO GRANDE,RURAL,VDA CANOAS,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESCUELA NUEVA,SER","0,1,2,3,4,5,22,23,24,25,26",OFICIAL
BOYACA,15183,CHITA,115183000022,I.E. NORMAL SUPERIOR SAGRADO CORAZON,215183000493,ESC BUENAVISTA,RURAL,VDA PARROQUITA,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESCUELA NUEVA,SER","0,1,2,3,4,5,22,23,24,25,26",OFICIAL
BOYACA,15183,CHITA,115183000022,I.E. NORMAL SUPERIOR SAGRADO CORAZON,115183000022,I.E. NORMAL SUPERIOR SAGRADO CORAZON - SEDE PRINCIPAL,URBANA,KR 4 5 28,7892278,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","FLEXIBLE ESCUELA INTEGRAL,A CRECER,EDUCACIÓN TRADICIONAL,SER","0,1,2,3,4,5,6,7,8,9,10,11,12,13,21,22,23,24,25,26,41,42,43,44,45",OFICIAL
BOYACA,15183,CHITA,115183000022,I.E. NORMAL SUPERIOR SAGRADO CORAZON,115183000049,ESC NORMAL SUPERIOR SAGRADO CORAZON - ANEXA,URBANA,CENTRO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"-1,0,1,2,3,4,5",OFICIAL
BOYACA,15183,CHITA,215183000337,I.E. JESUS EMILIO JARAMILLO MONSALVE,215183000205,SEDE DE CUCO,RURAL,VDA CUCO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"-1,0,1,2,3,4,5",OFICIAL
BOYACA,15183,CHITA,115183000391,I.E. JOSE MARIA POTIER,215183000507,SEDE LA CORTADERA,RURAL,VDA LA CORTADERA,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESCUELA NUEVA,TEJIENDO SABERES","0,1,2,3,4,5,22,23,24,25,26",OFICIAL
BOYACA,15183,CHITA,115183000391,I.E. JOSE MARIA POTIER,215183000051,SEDE CHIPA VIEJO,RURAL,VDA CHIPA VIEJO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESCUELA NUEVA,SER","0,1,2,3,4,5,23",OFICIAL
BOYACA,15187,CHIVATÁ,315187000069,I.E. AGROPECUARIO,115187000035,CONC URB MIXTA,URBANA,CENTRO,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,FLEXIBLE ESCUELA INTEGRAL,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5,21,22,23,24,25,26",OFICIAL
BOYACA,15189,CIÉNEGA,115189000148,I.E. TECNICA JOSE CAYETANO VASQUEZ,115189000148,I.E. TECNICA JOSE CAYETANO VASQUEZ - SEDE PRINCIPAL,URBANA,CL 3 10 65,7379089,ANTIGUO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","EDUCACIÓN TRADICIONAL,SER","6,7,8,9,10,11,21,22,23,24,25,26",OFICIAL
BOYACA,15189,CIÉNEGA,115189000148,I.E. TECNICA JOSE CAYETANO VASQUEZ,215189000096,SEDE SAN VICENTE,RURAL,VDA SAN VICENTE,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15204,CÓMBITA,215204000405,INSTITUCION EDUCATIVA JUAN XXIII,215204000405,INSTITUCION EDUCATIVA JUAN XXIII,RURAL,KM 17 VÍA TUNJA - PAIPA,,ANTIGUO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,FLEXIBLE ESCUELA INTEGRAL","21,22,23,24,25,26",OFICIAL
BOYACA,15204,CÓMBITA,215204000278,I.E. SANTA BARBARA,215204000278,I.E. SANTA BARBARA - SEDE PRINCIPAL,RURAL,VDA. SANTA BARBARA,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESPERE,FLEXIBLE ESCUELA INTEGRAL,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",OFICIAL
BOYACA,15204,CÓMBITA,115204000176,I.E. INTEGRADO,215204000049,ESC SAN RAFAEL,RURAL,VDA SAN RAFAEL,7310031,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15212,COPER,115212000266,I.E. JUANA CAPORAL,215212000031,ESC SAN ANTONIO,RURAL,VDA CANTINO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA","-1,0,1,2,3,4,5,22,23,24",OFICIAL
BOYACA,15212,COPER,115212000266,I.E. JUANA CAPORAL,215212000139,ESC SAN PABLO,RURAL,VDA CUCUNUBA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15215,CORRALES,315215000029,I.E. TECNICA JUAN JOSE SAMANIEGO,215215000075,ESC ALFONSO ROSAS CARREÑO,RURAL,VDA MODECA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15218,COVARACHÍA,115218000209,I.E. SAN LUIS BELTRAN,215218000025,ESC LOS NARANJOS,RURAL,VDA TAPIAS,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA","-1,0,1,2,3,4,5,22,23,24,25,26",OFICIAL
BOYACA,15218,COVARACHÍA,115218000209,I.E. SAN LUIS BELTRAN,215218000106,ESC LA CAPILLA,RURAL,VDA NOGONTOVA,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESCUELA NUEVA,TEJIENDO SABERES","-1,0,1,2,3,4,5,22,23,24,25,26",OFICIAL
BOYACA,15218,COVARACHÍA,115218000209,I.E. SAN LUIS BELTRAN,215218000220,ESC MORALITO,RURAL,VDA POTRERITO,,CIERRE TEMPORAL,,,,OFICIAL
BOYACA,15223,CUBARÁ,315223000119,I.E. TECNICA NACIONALIZADA PABLO VI,215223000190,ESC LA GAITANA,RURAL,VDA GAITANA,8838050/52,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15223,CUBARÁ,315223000119,I.E. TECNICA NACIONALIZADA PABLO VI,215223000629,ESC INDIGENA RINCONADA,RURAL,COMUNIDAD RINCONADA,8838050/52,CIERRE TEMPORAL,,,,OFICIAL
BOYACA,15223,CUBARÁ,215223000076,INSTITUCION EDUCATIVA KERÁ SHIKARÁ,215223000033,ESC AGUABLANCA,RURAL,VDA AGUA BLANCA,8838050/52,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ETNOEDUCACIÓN,"0,1,2,3,4,5",OFICIAL
BOYACA,15223,CUBARÁ,215223000076,INSTITUCION EDUCATIVA KERÁ SHIKARÁ,215223000572,ESC LA BONGOTA,RURAL,VDA BONGOTA ALTO,8838050/52,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ETNOEDUCACIÓN,"0,1,2,3,4,5",OFICIAL
BOYACA,15232,CHÍQUIZA,215232000135,I.E. TECNICA SAN PEDRO DE IGUAQUE,215232000119,ESC EL MONTE,RURAL,VDA MONTE,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15232,CHÍQUIZA,215232000020,I.E. TECNICA EL CERRO,215232000054,ESC RURAL RILKA,RURAL,VEREDA CORREGIDOR,3118997267,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15236,CHIVOR,115022000260,I.E. TECNICO AGROPECUARIO LA ESMERALDA,115022000260,I.E. TECNICO AGROPECUARIO LA ESMERALDA - SEDE PRINCIPAL,URBANA,CL 5 5 40,7533094,ANTIGUO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL","6,7,8,9,10,11,21,22,23,24,25,26",OFICIAL
BOYACA,15236,CHIVOR,115022000260,I.E. TECNICO AGROPECUARIO LA ESMERALDA,215022000035,CONC URB,URBANA,KR 5 4 33,7533133,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"-1,0,1,2,3,4,5",OFICIAL
BOYACA,15236,CHIVOR,115022000260,I.E. TECNICO AGROPECUARIO LA ESMERALDA,215022000051,ESC SAN CAYETANO,RURAL,VDA SAN CAYETANO,7533134,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15236,CHIVOR,115022000260,I.E. TECNICO AGROPECUARIO LA ESMERALDA,215022000159,ESC LA ESPERANZA,RURAL,VDA LA ESPERANZA,7533134,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15236,CHIVOR,115022000260,I.E. TECNICO AGROPECUARIO LA ESMERALDA,215022000213,ESC SAN FRANCISCO,RURAL,VDA SAN FRANCISCO,7533134,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15244,EL COCUY,215244000131,I.E. EL CARDON,215244000157,ESC LA PLAYA,RURAL,VDA CAÑAVERAL,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESCUELA NUEVA,SER","-1,0,1,2,3,4,5,21,22,23,24,25,26",OFICIAL
BOYACA,15244,EL COCUY,115244000012,I.E. JOSE SANTOS GUTIERREZ,115244000012,I.E. JOSE SANTOS GUTIERREZ - SEDE PRINCIPAL,URBANA,KR 3 1 90,7890370,ANTIGUO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESPERE,EDUCACIÓN TRADICIONAL,TEJIENDO SABERES,SER","6,7,8,9,10,11,21,22,23,24,25,26",OFICIAL
BOYACA,15244,EL COCUY,115244000012,I.E. JOSE SANTOS GUTIERREZ,215244000092,ESC EL RANAL,RURAL,VDA CAÑAVERAL,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"-1,0,1,2,3,4,5",OFICIAL
BOYACA,15248,EL ESPINO,215248000208,I.E. CASCAJAL,215248000127,ESC SANTA ANA,RURAL,VDA SANTA ANA SECT CENTRO,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESCUELA NUEVA,SER","0,1,2,3,4,5,23,24,25,26",OFICIAL
BOYACA,15248,EL ESPINO,115248000017,I.E. TECNICA AGROINDUSTRIAL EL ESPINO,215248000089,ESC PIE DE PEÑA,RURAL,SECT PIE DE PEÑA,3134138565,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15248,EL ESPINO,115248000017,I.E. TECNICA AGROINDUSTRIAL EL ESPINO,215248000101,ESC LA LAGUNA,RURAL,VDA LA LAGUNA,3134138565,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESCUELA NUEVA,SER","0,1,2,3,4,5,21,22,23,24,25,26",OFICIAL
BOYACA,15248,EL ESPINO,115248000017,I.E. TECNICA AGROINDUSTRIAL EL ESPINO,115248000041,CONC LUIS ANTONIO BARON,URBANA,CR 7 NO 8 - 03,7884006,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5",OFICIAL
BOYACA,15272,FIRAVITOBA,315272000213,COLEGIO PASITOS ALEGRES,315272000213,COLEGIO PASITOS ALEGRES,URBANA,KR 5 5 115,,CIERRE DEFINITIVO,,,,NO OFICIAL
BOYACA,15272,FIRAVITOBA,115272000010,I.E. TECNICA DE FIRAVITOBA,215272000049,ESC CUARTO MOLANOS,RURAL,VDA LA VICTORIA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15272,FIRAVITOBA,115272000010,I.E. TECNICA DE FIRAVITOBA,215272000120,ESC LAS MONJAS,RURAL,VDA LAS MONJAS,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA","-1,0,1,2,3,4,5,23,24,25,26",OFICIAL
BOYACA,15276,FLORESTA,115276000014,I.E. HECTOR JULIO RANGEL QUINTERO,215276000141,ESC BARRANCAS,RURAL,VDA BARRANCAS,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15276,FLORESTA,115276000014,I.E. HECTOR JULIO RANGEL QUINTERO,215276000183,ESC EL TABLON,RURAL,VDA EL TABLON,,CIERRE TEMPORAL,,,,OFICIAL
BOYACA,15293,GACHANTIVÁ,315293000141,I.E. JUAN JOSE NEIRA,115293000028,CONC URB JUAN J NEIRA,URBANA,CLL 4 NO 3-77,7401509,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5",OFICIAL
BOYACA,15293,GACHANTIVÁ,215293000111,I.E. GUITOQUE,215293000103,CE MORTIÑAL,RURAL,VDA MORTIÑAL,3108716455,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA","-1,0,1,2,3,4,5,21,22,23,24,25,26",OFICIAL
BOYACA,15296,GAMEZA,115296000011,I.E. JUAN JOSE REYES PATRIA,215296000147,ESC MOTUA,RURAL,VDA MOTUA,3105690629,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15299,GARAGOA,115299000038,I.E. TECNICA SAN LUIS,215299000105,ESC RESGUARDO MOCHILERO,RURAL,VDA RESGUARDO MOCHILERO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15299,GARAGOA,115299000011,I.E. TECNICO INDUSTRIAL MARCO AURELIO BERNAL,115299000011,I.E. TECNICO INDUSTRIAL MARCO AURELIO BERNAL - SEDE PRINCIPAL,URBANA,KR 8 10 40,7500153 - 3112308724,ANTIGUO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","FLEXIBLE ESCUELA INTEGRAL,EDUCACIÓN TRADICIONAL","6,7,8,9,10,11,21,22,23,24,25,26",OFICIAL
BOYACA,15299,GARAGOA,115299000011,I.E. TECNICO INDUSTRIAL MARCO AURELIO BERNAL,115299000054,CONC URB MIXTA,URBANA,CLL 9 6-35,7500447,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5,6",OFICIAL
BOYACA,15299,GARAGOA,115299000011,I.E. TECNICO INDUSTRIAL MARCO AURELIO BERNAL,215299000113,ESC HIPAQUIRA,RURAL,VDA HIPAQUIRA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"-1,0,1,2,3,4,5",OFICIAL
BOYACA,15317,GUACAMAYAS,115317000016,I.E. TECNICA SAN DIEGO DE ALCALA,215317000037,ESC RESUMIDERO,RURAL,VDA CHISCOTE,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESCUELA NUEVA,TEJIENDO SABERES","-1,0,1,2,3,4,5,22,23,24,25,26",OFICIAL
BOYACA,15317,GUACAMAYAS,115317000016,I.E. TECNICA SAN DIEGO DE ALCALA,215317000088,ESC URAGON,RURAL,VDA URAGON,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESCUELA NUEVA,SER","-1,0,1,2,3,4,5,22,23,24,25",OFICIAL
BOYACA,15322,GUATEQUE,115322000016,I.E. TECNICA ENRIQUE OLAYA HERRERA,115322000016,I.E. TECNICA ENRIQUE OLAYA HERRERA - SEDE PRINCIPAL,URBANA,KR 5 1 117,7540331,ANTIGUO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL","4,5,6,7,8,9,10,11,22,23,24,25,26",OFICIAL
BOYACA,15322,GUATEQUE,115322000016,I.E. TECNICA ENRIQUE OLAYA HERRERA,215322000100,ROSALES,RURAL,VDA ROSALES,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"-1,0,1,2,3,4,5",OFICIAL
BOYACA,15325,GUAYATÁ,215325000321,I.E. TECNICA LAS MERCEDES,215325000101,ESC GUARUMAL,RURAL,VDA GUARUMAL,,CIERRE TEMPORAL,,,,OFICIAL
BOYACA,15325,GUAYATÁ,215325000321,I.E. TECNICA LAS MERCEDES,215325000186,ESC CIAVITA TERCERO,RURAL,VDA CIAVITA TERCERO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15325,GUAYATÁ,215325000321,I.E. TECNICA LAS MERCEDES,215325000046,ESC FONZAQUE ABAJO,RURAL,VDA FONZAQUE ABAJO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15325,GUAYATÁ,215325000321,I.E. TECNICA LAS MERCEDES,215325000054,ESC CIAVITA Nº 2,RURAL,VDA CIAVITA SEGUNDO,,CIERRE TEMPORAL,,,,OFICIAL
BOYACA,15325,GUAYATÁ,215325000089,I.E. SOCHAQUIRA ABAJO,215325000089,I.E. SOCHAQUIRA ABAJO - SEDE PRINCIPAL,RURAL,VDA. SOCHAQUIRA ABAJO,3213077356 - 3142265604,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","POST PRIMARIA,MEDIA RURAL,ESCUELA NUEVA","-1,0,1,2,3,4,5,6,7,8,9,10,11",OFICIAL
BOYACA,15332,GÜICÁN,115332000294,I.E. NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,115332000391,ESC EL HIGUERON,RURAL,VDA LA CUEVA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"-1,0,1,2,3,4,5",OFICIAL
BOYACA,15332,GÜICÁN,115332000294,I.E. NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,215332000167,ESC JULIO JOSUE CRISTANCHO,RURAL,VDA TABOR,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"-1,0,1,2,3,4,5",OFICIAL
BOYACA,15332,GÜICÁN,115332000294,I.E. NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,215332000175,EL JORDAN,RURAL,VDA EL JORDAN,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESCUELA NUEVA,SER","-1,0,1,2,3,4,5,22,23,24,25,26",OFICIAL
BOYACA,15367,JENESANO,115367000017,I.E. TECNICO COMERCIAL,215367000178,ESC SUPANECA,RURAL,VDA SUPANECA,,CIERRE TEMPORAL,,,,OFICIAL
BOYACA,15368,JERICÓ,115368000151,I.E. TECNICA LOPEZ QUEVEDO,115368000011,CONC URB KENNEDY,URBANA,JERICO CENTRO,7881919,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","EDUCACIÓN TRADICIONAL,SER","0,1,2,3,4,5,23,24",OFICIAL
BOYACA,15377,LABRANZAGRANDE,115377000015,I.E. TECNICA VALENTIN GARCIA,215377000052,ESC RUR LA HOYA,RURAL,VDA UCHUVITA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA","0,1,2,3,4,5,21,22",OFICIAL
BOYACA,15377,LABRANZAGRANDE,115377000015,I.E. TECNICA VALENTIN GARCIA,215377000061,ESC RUR CUAZA,RURAL,VDA CUAZA,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,A CRECER","0,1,2,3,4,5,21,22,23,24,25,26",OFICIAL
BOYACA,15377,LABRANZAGRANDE,115377000015,I.E. TECNICA VALENTIN GARCIA,215377000079,ESC RUR ENCENILLO,RURAL,VDA UCHUVITA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA","0,1,2,3,4,5,23",OFICIAL
BOYACA,15377,LABRANZAGRANDE,115377000015,I.E. TECNICA VALENTIN GARCIA,215377000117,ESC RUR SUACIA,RURAL,VDA SUACIA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,A CRECER","0,1,2,3,4,5,21,22,23,24",OFICIAL
BOYACA,15377,LABRANZAGRANDE,115377000015,I.E. TECNICA VALENTIN GARCIA,215377000133,ESC RUR GUAYABAL,RURAL,VDA GUAYABAL,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA","0,1,2,3,4,5,21,22,23",OFICIAL
BOYACA,15380,LA CAPILLA,315380000114,I.E. LA CANDELARIA,215380000063,ESC ZINC,RURAL,VDA ZINC,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15380,LA CAPILLA,315380000114,I.E. LA CANDELARIA,315380000114,I.E. LA CANDELARIA - SEDE PRINCIPAL,URBANA,CL 3 3 C 50,7539186,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",OFICIAL
BOYACA,15403,LA UVITA,115403000011,I.E. TECNICA NUESTRA SEÑORA DE LAS MERCEDES,215403000155,SEDE EL TOTUMO,RURAL,VDA SAN BERNARDO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15403,LA UVITA,415403000197,I.E. TECNICA AGROINDUSTRIAL CUSAGUI,215403000121,ESC CANGREJAL,RURAL,VDA CAÑITAS,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
